shape1_sides,shape1_shade,shape1_texture,shape2_sides,shape2_shade,shape2_texture,shape3_sides,shape3_shade,shape3_texture,log_probability
circle,low,plain,circle,low,plain,circle,low,plain,-6.596898959109881
square,medium,dots,square,medium,dots,square,medium,dots,-6.596898959109881
square,medium,plain,square,medium,plain,square,medium,plain,-6.596898959109881
circle,medium,dots,circle,medium,dots,circle,medium,dots,-6.596898959109881
circle,medium,plain,circle,medium,plain,circle,medium,plain,-6.596898959109881
circle,low,dots,circle,low,dots,circle,low,dots,-6.596898959109881
circle,low,stripes,circle,low,stripes,circle,low,stripes,-6.596898959109882
triangle,low,dots,triangle,low,dots,triangle,low,dots,-6.596898959109882
triangle,low,plain,triangle,low,plain,triangle,low,plain,-6.596898959109882
square,low,dots,square,low,dots,square,low,dots,-6.596898959109882
square,low,plain,square,low,plain,square,low,plain,-6.596898959109882
circle,medium,stripes,circle,medium,stripes,circle,medium,stripes,-6.596898959109882
square,medium,stripes,square,medium,stripes,square,medium,stripes,-6.596898959109882
square,high,plain,square,high,plain,square,high,plain,-6.5968989591098826
square,high,dots,square,high,dots,square,high,dots,-6.5968989591098826
square,low,stripes,square,low,stripes,square,low,stripes,-6.5968989591098826
triangle,medium,dots,triangle,medium,dots,triangle,medium,dots,-6.5968989591098826
circle,high,plain,circle,high,plain,circle,high,plain,-6.5968989591098826
triangle,medium,stripes,triangle,medium,stripes,triangle,medium,stripes,-6.5968989591098826
triangle,medium,plain,triangle,medium,plain,triangle,medium,plain,-6.5968989591098826
circle,high,dots,circle,high,dots,circle,high,dots,-6.5968989591098826
triangle,low,stripes,triangle,low,stripes,triangle,low,stripes,-6.5968989591098826
square,high,stripes,square,high,stripes,square,high,stripes,-6.596898959109883
circle,high,stripes,circle,high,stripes,circle,high,stripes,-6.596898959109883
triangle,high,dots,triangle,high,dots,triangle,high,dots,-6.596898959109884
triangle,high,plain,triangle,high,plain,triangle,high,plain,-6.596898959109884
triangle,high,stripes,triangle,high,stripes,triangle,high,stripes,-6.596898959109885
circle,medium,plain,square,medium,plain,triangle,medium,plain,-8.822213734585592
circle,medium,plain,triangle,medium,plain,square,medium,plain,-8.822213734585592
triangle,medium,plain,square,medium,plain,circle,medium,plain,-8.822213734585592
square,medium,plain,circle,medium,plain,triangle,medium,plain,-8.822213734585592
square,medium,plain,triangle,medium,plain,circle,medium,plain,-8.822213734585592
triangle,medium,plain,circle,medium,plain,square,medium,plain,-8.822213734585592
triangle,low,plain,triangle,low,dots,triangle,low,stripes,-8.822213734585594
triangle,low,stripes,triangle,low,plain,triangle,low,dots,-8.822213734585594
triangle,low,plain,triangle,low,stripes,triangle,low,dots,-8.822213734585594
triangle,low,stripes,triangle,low,dots,triangle,low,plain,-8.822213734585594
triangle,low,dots,triangle,low,plain,triangle,low,stripes,-8.822213734585594
triangle,low,dots,triangle,low,stripes,triangle,low,plain,-8.822213734585594
circle,medium,dots,triangle,medium,dots,square,medium,dots,-8.822213734585597
triangle,medium,stripes,circle,medium,stripes,square,medium,stripes,-8.822213734585597
triangle,medium,dots,triangle,medium,plain,triangle,medium,stripes,-8.822213734585597
triangle,medium,stripes,square,medium,stripes,circle,medium,stripes,-8.822213734585597
triangle,medium,plain,triangle,medium,stripes,triangle,medium,dots,-8.822213734585597
triangle,medium,dots,square,medium,dots,circle,medium,dots,-8.822213734585597
square,medium,stripes,circle,medium,stripes,triangle,medium,stripes,-8.822213734585597
triangle,medium,stripes,triangle,medium,plain,triangle,medium,dots,-8.822213734585597
triangle,medium,dots,circle,medium,dots,square,medium,dots,-8.822213734585597
triangle,medium,plain,triangle,medium,dots,triangle,medium,stripes,-8.822213734585597
square,medium,dots,circle,medium,dots,triangle,medium,dots,-8.822213734585597
triangle,medium,dots,triangle,medium,stripes,triangle,medium,plain,-8.822213734585597
square,medium,stripes,triangle,medium,stripes,circle,medium,stripes,-8.822213734585597
square,medium,dots,triangle,medium,dots,circle,medium,dots,-8.822213734585597
circle,medium,stripes,square,medium,stripes,triangle,medium,stripes,-8.822213734585597
circle,medium,stripes,triangle,medium,stripes,square,medium,stripes,-8.822213734585597
circle,medium,dots,square,medium,dots,triangle,medium,dots,-8.822213734585597
triangle,medium,stripes,triangle,medium,dots,triangle,medium,plain,-8.822213734585597
square,high,stripes,triangle,high,stripes,circle,high,stripes,-8.822213734585599
square,low,stripes,square,low,plain,square,low,dots,-8.822213734585599
circle,high,plain,triangle,high,plain,square,high,plain,-8.822213734585599
circle,high,stripes,square,high,stripes,triangle,high,stripes,-8.822213734585599
circle,low,stripes,circle,low,dots,circle,low,plain,-8.822213734585599
square,low,plain,square,low,dots,square,low,stripes,-8.822213734585599
square,low,plain,square,low,stripes,square,low,dots,-8.822213734585599
square,high,plain,triangle,high,plain,circle,high,plain,-8.822213734585599
square,low,stripes,square,low,dots,square,low,plain,-8.822213734585599
square,high,stripes,circle,high,stripes,triangle,high,stripes,-8.822213734585599
square,high,plain,circle,high,plain,triangle,high,plain,-8.822213734585599
circle,high,stripes,triangle,high,stripes,square,high,stripes,-8.822213734585599
circle,low,dots,circle,low,stripes,circle,low,plain,-8.822213734585599
circle,high,plain,square,high,plain,triangle,high,plain,-8.822213734585599
square,low,dots,square,low,plain,square,low,stripes,-8.822213734585599
circle,low,dots,circle,low,plain,circle,low,stripes,-8.822213734585599
triangle,high,stripes,square,high,stripes,circle,high,stripes,-8.822213734585599
triangle,high,plain,square,high,plain,circle,high,plain,-8.822213734585599
circle,low,plain,circle,low,dots,circle,low,stripes,-8.822213734585599
triangle,high,stripes,circle,high,stripes,square,high,stripes,-8.822213734585599
triangle,high,plain,circle,high,plain,square,high,plain,-8.822213734585599
circle,low,stripes,circle,low,plain,circle,low,dots,-8.822213734585599
square,low,dots,square,low,stripes,square,low,plain,-8.822213734585599
circle,low,plain,circle,low,stripes,circle,low,dots,-8.822213734585599
triangle,high,dots,triangle,high,plain,triangle,high,stripes,-8.822213734585603
triangle,high,dots,triangle,high,stripes,triangle,high,plain,-8.822213734585603
triangle,high,stripes,triangle,high,plain,triangle,high,dots,-8.822213734585603
triangle,high,stripes,triangle,high,dots,triangle,high,plain,-8.822213734585603
triangle,high,plain,triangle,high,dots,triangle,high,stripes,-8.822213734585603
triangle,high,plain,triangle,high,stripes,triangle,high,dots,-8.822213734585603
triangle,high,dots,square,high,dots,circle,high,dots,-8.822213734585604
triangle,high,dots,circle,high,dots,square,high,dots,-8.822213734585604
square,high,dots,triangle,high,dots,circle,high,dots,-8.822213734585604
square,high,dots,circle,high,dots,triangle,high,dots,-8.822213734585604
circle,high,dots,triangle,high,dots,square,high,dots,-8.822213734585604
circle,high,dots,square,high,dots,triangle,high,dots,-8.822213734585604
square,medium,dots,square,medium,plain,square,medium,stripes,-8.822213734585606
circle,medium,stripes,circle,medium,dots,circle,medium,plain,-8.822213734585606
square,medium,stripes,square,medium,dots,square,medium,plain,-8.822213734585606
square,medium,stripes,square,medium,plain,square,medium,dots,-8.822213734585606
circle,medium,plain,circle,medium,stripes,circle,medium,dots,-8.822213734585606
square,low,plain,triangle,low,plain,circle,low,plain,-8.822213734585606
circle,medium,plain,circle,medium,dots,circle,medium,stripes,-8.822213734585606
triangle,low,dots,square,low,dots,circle,low,dots,-8.822213734585606
square,medium,dots,square,medium,stripes,square,medium,plain,-8.822213734585606
circle,medium,stripes,circle,medium,plain,circle,medium,dots,-8.822213734585606
square,low,dots,triangle,low,dots,circle,low,dots,-8.822213734585606
triangle,low,dots,circle,low,dots,square,low,dots,-8.822213734585606
circle,low,plain,triangle,low,plain,square,low,plain,-8.822213734585606
circle,medium,dots,circle,medium,plain,circle,medium,stripes,-8.822213734585606
circle,low,plain,square,low,plain,triangle,low,plain,-8.822213734585606
circle,medium,dots,circle,medium,stripes,circle,medium,plain,-8.822213734585606
triangle,low,plain,square,low,plain,circle,low,plain,-8.822213734585606
square,low,dots,circle,low,dots,triangle,low,dots,-8.822213734585606
triangle,low,plain,circle,low,plain,square,low,plain,-8.822213734585606
circle,low,dots,triangle,low,dots,square,low,dots,-8.822213734585606
square,low,plain,circle,low,plain,triangle,low,plain,-8.822213734585606
circle,low,dots,square,low,dots,triangle,low,dots,-8.822213734585606
square,medium,plain,square,medium,dots,square,medium,stripes,-8.822213734585606
square,medium,plain,square,medium,stripes,square,medium,dots,-8.822213734585606
triangle,low,stripes,square,low,stripes,circle,low,stripes,-8.82221373458561
square,low,stripes,circle,low,stripes,triangle,low,stripes,-8.82221373458561
circle,high,plain,circle,high,stripes,circle,high,dots,-8.82221373458561
circle,high,stripes,circle,high,plain,circle,high,dots,-8.82221373458561
circle,high,plain,circle,high,dots,circle,high,stripes,-8.82221373458561
circle,high,dots,circle,high,plain,circle,high,stripes,-8.82221373458561
circle,high,dots,circle,high,stripes,circle,high,plain,-8.82221373458561
triangle,low,stripes,circle,low,stripes,square,low,stripes,-8.82221373458561
circle,low,stripes,square,low,stripes,triangle,low,stripes,-8.82221373458561
square,low,stripes,triangle,low,stripes,circle,low,stripes,-8.82221373458561
circle,low,stripes,triangle,low,stripes,square,low,stripes,-8.82221373458561
circle,high,stripes,circle,high,dots,circle,high,plain,-8.82221373458561
square,high,dots,square,high,plain,square,high,stripes,-8.822213734585612
square,high,dots,square,high,stripes,square,high,plain,-8.822213734585612
square,high,stripes,square,high,plain,square,high,dots,-8.822213734585612
square,high,plain,square,high,dots,square,high,stripes,-8.822213734585612
square,high,stripes,square,high,dots,square,high,plain,-8.822213734585612
square,high,plain,square,high,stripes,square,high,dots,-8.822213734585612
triangle,high,plain,triangle,low,plain,triangle,medium,plain,-8.822213734585613
triangle,low,plain,triangle,high,plain,triangle,medium,plain,-8.822213734585613
square,medium,dots,square,high,dots,square,low,dots,-8.822213734585613
triangle,low,plain,triangle,medium,plain,triangle,high,plain,-8.822213734585613
triangle,medium,plain,triangle,low,plain,triangle,high,plain,-8.822213734585613
triangle,medium,plain,triangle,high,plain,triangle,low,plain,-8.822213734585613
triangle,low,stripes,triangle,high,stripes,triangle,medium,stripes,-8.822213734585613
triangle,high,plain,triangle,medium,plain,triangle,low,plain,-8.822213734585613
square,low,dots,square,medium,dots,square,high,dots,-8.822213734585613
square,medium,dots,square,low,dots,square,high,dots,-8.822213734585613
triangle,low,stripes,triangle,medium,stripes,triangle,high,stripes,-8.822213734585613
triangle,medium,stripes,triangle,low,stripes,triangle,high,stripes,-8.822213734585613
square,low,dots,square,high,dots,square,medium,dots,-8.822213734585613
square,high,dots,square,low,dots,square,medium,dots,-8.822213734585613
triangle,high,stripes,triangle,medium,stripes,triangle,low,stripes,-8.822213734585613
square,high,dots,square,medium,dots,square,low,dots,-8.822213734585613
triangle,medium,stripes,triangle,high,stripes,triangle,low,stripes,-8.822213734585613
triangle,high,stripes,triangle,low,stripes,triangle,medium,stripes,-8.822213734585613
square,high,plain,square,low,plain,square,medium,plain,-8.822213734585615
square,medium,plain,square,high,plain,square,low,plain,-8.822213734585615
square,low,plain,square,high,plain,square,medium,plain,-8.822213734585615
square,high,plain,square,medium,plain,square,low,plain,-8.822213734585615
square,low,plain,square,medium,plain,square,high,plain,-8.822213734585615
square,medium,plain,square,low,plain,square,high,plain,-8.822213734585615
triangle,low,dots,triangle,high,dots,triangle,medium,dots,-8.822213734585617
triangle,low,dots,triangle,medium,dots,triangle,high,dots,-8.822213734585617
triangle,high,dots,triangle,medium,dots,triangle,low,dots,-8.822213734585617
triangle,high,dots,triangle,low,dots,triangle,medium,dots,-8.822213734585617
triangle,medium,dots,triangle,low,dots,triangle,high,dots,-8.822213734585617
triangle,medium,dots,triangle,high,dots,triangle,low,dots,-8.822213734585617
square,low,stripes,square,medium,stripes,square,high,stripes,-8.822213734585619
square,medium,stripes,square,high,stripes,square,low,stripes,-8.822213734585619
square,medium,stripes,square,low,stripes,square,high,stripes,-8.822213734585619
square,high,stripes,square,medium,stripes,square,low,stripes,-8.822213734585619
square,high,stripes,square,low,stripes,square,medium,stripes,-8.822213734585619
square,low,stripes,square,high,stripes,square,medium,stripes,-8.822213734585619
circle,low,stripes,circle,medium,stripes,circle,high,stripes,-8.822213734585622
circle,medium,stripes,circle,low,stripes,circle,high,stripes,-8.822213734585622
circle,low,stripes,circle,high,stripes,circle,medium,stripes,-8.822213734585622
circle,high,stripes,circle,low,stripes,circle,medium,stripes,-8.822213734585622
circle,high,stripes,circle,medium,stripes,circle,low,stripes,-8.822213734585622
circle,medium,stripes,circle,high,stripes,circle,low,stripes,-8.822213734585622
circle,high,plain,circle,medium,plain,circle,low,plain,-8.822213734585626
circle,low,plain,circle,high,plain,circle,medium,plain,-8.822213734585626
circle,medium,plain,circle,low,plain,circle,high,plain,-8.822213734585626
circle,low,plain,circle,medium,plain,circle,high,plain,-8.822213734585626
circle,high,plain,circle,low,plain,circle,medium,plain,-8.822213734585626
circle,medium,plain,circle,high,plain,circle,low,plain,-8.822213734585626
circle,low,dots,circle,high,dots,circle,medium,dots,-8.82221373458563
circle,high,dots,circle,medium,dots,circle,low,dots,-8.82221373458563
circle,medium,dots,circle,high,dots,circle,low,dots,-8.82221373458563
circle,high,dots,circle,low,dots,circle,medium,dots,-8.82221373458563
circle,low,dots,circle,medium,dots,circle,high,dots,-8.82221373458563
circle,medium,dots,circle,low,dots,circle,high,dots,-8.82221373458563
square,low,stripes,square,medium,stripes,square,low,stripes,-8.85825543115239
circle,low,stripes,circle,medium,stripes,circle,medium,stripes,-8.85825543115239
square,low,stripes,square,low,stripes,square,medium,stripes,-8.85825543115239
circle,medium,stripes,circle,medium,stripes,circle,low,stripes,-8.85825543115239
square,medium,stripes,square,low,stripes,square,low,stripes,-8.85825543115239
circle,medium,stripes,circle,low,stripes,circle,medium,stripes,-8.85825543115239
square,low,stripes,square,low,stripes,square,low,plain,-8.858255431152392
triangle,low,stripes,triangle,medium,stripes,triangle,low,stripes,-8.858255431152392
square,low,plain,square,low,stripes,square,low,stripes,-8.858255431152392
triangle,medium,stripes,triangle,low,stripes,triangle,low,stripes,-8.858255431152392
circle,medium,stripes,triangle,medium,stripes,circle,medium,stripes,-8.858255431152392
circle,medium,stripes,circle,medium,stripes,triangle,medium,stripes,-8.858255431152392
square,low,stripes,square,low,plain,square,low,stripes,-8.858255431152392
triangle,medium,stripes,circle,medium,stripes,circle,medium,stripes,-8.858255431152392
triangle,low,stripes,triangle,low,stripes,triangle,medium,stripes,-8.858255431152392
square,medium,stripes,square,medium,stripes,triangle,medium,stripes,-8.858255431152394
circle,low,plain,circle,low,stripes,circle,low,stripes,-8.858255431152394
circle,low,stripes,circle,low,stripes,circle,low,plain,-8.858255431152394
circle,high,stripes,triangle,high,stripes,triangle,high,stripes,-8.858255431152394
square,low,dots,square,low,dots,square,medium,dots,-8.858255431152394
circle,medium,stripes,triangle,medium,stripes,triangle,medium,stripes,-8.858255431152394
triangle,medium,stripes,triangle,medium,stripes,triangle,low,stripes,-8.858255431152394
circle,low,stripes,circle,medium,stripes,circle,low,stripes,-8.858255431152394
triangle,medium,stripes,square,medium,stripes,square,medium,stripes,-8.858255431152394
circle,medium,stripes,circle,low,stripes,circle,low,stripes,-8.858255431152394
triangle,low,dots,triangle,medium,dots,triangle,low,dots,-8.858255431152394
circle,low,stripes,circle,low,plain,circle,low,stripes,-8.858255431152394
circle,low,stripes,circle,low,stripes,circle,medium,stripes,-8.858255431152394
triangle,medium,stripes,circle,medium,stripes,triangle,medium,stripes,-8.858255431152394
triangle,medium,dots,triangle,low,dots,triangle,low,dots,-8.858255431152394
triangle,high,stripes,circle,high,stripes,triangle,high,stripes,-8.858255431152394
triangle,medium,stripes,triangle,low,stripes,triangle,medium,stripes,-8.858255431152394
square,medium,dots,square,low,dots,square,low,dots,-8.858255431152394
square,medium,stripes,triangle,medium,stripes,square,medium,stripes,-8.858255431152394
triangle,low,stripes,triangle,medium,stripes,triangle,medium,stripes,-8.858255431152394
triangle,medium,stripes,triangle,medium,stripes,circle,medium,stripes,-8.858255431152394
square,low,dots,square,medium,dots,square,low,dots,-8.858255431152394
triangle,high,stripes,triangle,high,stripes,circle,high,stripes,-8.858255431152394
triangle,low,dots,triangle,low,dots,triangle,medium,dots,-8.858255431152394
square,low,stripes,square,low,stripes,triangle,low,stripes,-8.858255431152395
square,high,stripes,triangle,high,stripes,square,high,stripes,-8.858255431152395
circle,high,stripes,triangle,high,stripes,circle,high,stripes,-8.858255431152395
circle,high,stripes,circle,low,stripes,circle,high,stripes,-8.858255431152395
circle,high,plain,circle,high,stripes,circle,high,stripes,-8.858255431152395
circle,high,stripes,circle,high,stripes,triangle,high,stripes,-8.858255431152395
circle,medium,dots,circle,medium,dots,circle,low,dots,-8.858255431152395
circle,low,stripes,circle,high,stripes,circle,high,stripes,-8.858255431152395
circle,high,plain,circle,low,plain,circle,high,plain,-8.858255431152395
circle,high,stripes,circle,high,stripes,circle,medium,stripes,-8.858255431152395
circle,high,stripes,circle,high,stripes,circle,low,stripes,-8.858255431152395
circle,high,stripes,circle,high,plain,circle,high,stripes,-8.858255431152395
triangle,low,plain,triangle,low,plain,circle,low,plain,-8.858255431152395
triangle,low,plain,circle,low,plain,triangle,low,plain,-8.858255431152395
square,low,dots,square,low,plain,square,low,dots,-8.858255431152395
square,high,stripes,square,high,plain,square,high,stripes,-8.858255431152395
triangle,low,plain,circle,low,plain,circle,low,plain,-8.858255431152395
circle,high,plain,circle,high,plain,circle,low,plain,-8.858255431152395
square,high,stripes,square,high,stripes,square,high,plain,-8.858255431152395
circle,low,plain,circle,low,plain,triangle,low,plain,-8.858255431152395
square,high,stripes,square,high,stripes,triangle,high,stripes,-8.858255431152395
square,high,plain,square,high,stripes,square,high,stripes,-8.858255431152395
circle,high,stripes,circle,medium,stripes,circle,high,stripes,-8.858255431152395
triangle,low,stripes,square,low,stripes,square,low,stripes,-8.858255431152395
circle,high,stripes,circle,high,stripes,circle,high,plain,-8.858255431152395
circle,low,dots,circle,medium,dots,circle,medium,dots,-8.858255431152395
circle,medium,dots,circle,low,dots,circle,medium,dots,-8.858255431152395
square,medium,plain,square,low,plain,square,low,plain,-8.858255431152395
circle,medium,plain,circle,medium,plain,triangle,medium,plain,-8.858255431152395
square,low,plain,square,medium,plain,square,low,plain,-8.858255431152395
square,low,plain,square,low,dots,square,low,dots,-8.858255431152395
circle,medium,plain,circle,medium,stripes,circle,medium,stripes,-8.858255431152395
square,low,plain,square,low,plain,square,medium,plain,-8.858255431152395
circle,low,plain,circle,high,plain,circle,high,plain,-8.858255431152395
circle,medium,plain,triangle,medium,plain,circle,medium,plain,-8.858255431152395
triangle,medium,plain,circle,medium,plain,circle,medium,plain,-8.858255431152395
circle,medium,stripes,circle,medium,plain,circle,medium,stripes,-8.858255431152395
circle,medium,stripes,circle,medium,stripes,circle,medium,plain,-8.858255431152395
circle,medium,stripes,circle,high,stripes,circle,high,stripes,-8.858255431152395
triangle,high,stripes,square,high,stripes,square,high,stripes,-8.858255431152395
circle,low,plain,triangle,low,plain,triangle,low,plain,-8.858255431152395
square,low,stripes,triangle,low,stripes,square,low,stripes,-8.858255431152395
square,low,dots,square,low,dots,square,low,plain,-8.858255431152395
triangle,high,stripes,circle,high,stripes,circle,high,stripes,-8.858255431152395
circle,low,plain,triangle,low,plain,circle,low,plain,-8.858255431152395
circle,low,plain,circle,medium,plain,circle,medium,plain,-8.858255431152397
square,medium,stripes,square,medium,stripes,circle,medium,stripes,-8.858255431152397
triangle,high,plain,circle,high,plain,circle,high,plain,-8.858255431152397
square,high,stripes,square,high,stripes,circle,high,stripes,-8.858255431152397
triangle,high,plain,triangle,low,plain,triangle,high,plain,-8.858255431152397
triangle,medium,dots,triangle,low,dots,triangle,medium,dots,-8.858255431152397
triangle,high,plain,triangle,high,plain,circle,high,plain,-8.858255431152397
triangle,medium,plain,circle,medium,plain,triangle,medium,plain,-8.858255431152397
triangle,medium,plain,triangle,medium,plain,triangle,low,plain,-8.858255431152397
triangle,medium,plain,triangle,medium,plain,circle,medium,plain,-8.858255431152397
triangle,medium,plain,triangle,low,plain,triangle,low,plain,-8.858255431152397
square,low,dots,square,medium,dots,square,medium,dots,-8.858255431152397
circle,low,dots,circle,low,dots,circle,low,plain,-8.858255431152397
square,low,plain,square,low,plain,triangle,low,plain,-8.858255431152397
triangle,medium,dots,square,medium,dots,square,medium,dots,-8.858255431152397
triangle,high,plain,circle,high,plain,triangle,high,plain,-8.858255431152397
circle,high,plain,circle,high,plain,triangle,high,plain,-8.858255431152397
circle,low,dots,circle,medium,dots,circle,low,dots,-8.858255431152397
circle,medium,dots,circle,low,dots,circle,low,dots,-8.858255431152397
circle,medium,plain,circle,medium,plain,circle,low,plain,-8.858255431152397
circle,low,plain,circle,low,dots,circle,low,dots,-8.858255431152397
square,medium,stripes,circle,medium,stripes,square,medium,stripes,-8.858255431152397
circle,medium,plain,circle,low,plain,circle,medium,plain,-8.858255431152397
circle,medium,plain,circle,low,plain,circle,low,plain,-8.858255431152397
circle,high,plain,triangle,high,plain,triangle,high,plain,-8.858255431152397
circle,low,stripes,circle,low,stripes,triangle,low,stripes,-8.858255431152397
circle,high,plain,triangle,high,plain,circle,high,plain,-8.858255431152397
square,low,plain,triangle,low,plain,square,low,plain,-8.858255431152397
circle,low,stripes,triangle,low,stripes,circle,low,stripes,-8.858255431152397
circle,low,stripes,triangle,low,stripes,triangle,low,stripes,-8.858255431152397
circle,medium,plain,triangle,medium,plain,triangle,medium,plain,-8.858255431152397
triangle,medium,plain,triangle,low,plain,triangle,medium,plain,-8.858255431152397
circle,low,dots,circle,low,plain,circle,low,dots,-8.858255431152397
square,high,stripes,circle,high,stripes,square,high,stripes,-8.858255431152397
triangle,low,dots,triangle,medium,dots,triangle,medium,dots,-8.858255431152397
triangle,low,plain,triangle,high,plain,triangle,high,plain,-8.858255431152397
square,medium,dots,square,medium,dots,square,low,dots,-8.858255431152397
triangle,low,plain,triangle,medium,plain,triangle,medium,plain,-8.858255431152397
triangle,low,plain,triangle,medium,plain,triangle,low,plain,-8.858255431152397
triangle,medium,dots,triangle,medium,dots,triangle,low,dots,-8.858255431152397
triangle,low,stripes,triangle,low,stripes,circle,low,stripes,-8.858255431152397
circle,high,stripes,square,high,stripes,square,high,stripes,-8.858255431152397
triangle,medium,dots,circle,medium,dots,circle,medium,dots,-8.858255431152397
triangle,low,stripes,circle,low,stripes,circle,low,stripes,-8.858255431152397
triangle,low,plain,triangle,low,plain,triangle,medium,plain,-8.858255431152397
circle,low,plain,circle,low,plain,circle,medium,plain,-8.858255431152397
square,medium,dots,triangle,medium,dots,square,medium,dots,-8.858255431152397
triangle,high,plain,triangle,high,plain,triangle,low,plain,-8.858255431152397
circle,medium,dots,circle,medium,dots,triangle,medium,dots,-8.858255431152397
triangle,low,plain,square,low,plain,square,low,plain,-8.858255431152397
circle,low,plain,circle,medium,plain,circle,low,plain,-8.858255431152397
square,medium,dots,square,low,dots,square,medium,dots,-8.858255431152397
triangle,low,stripes,circle,low,stripes,triangle,low,stripes,-8.858255431152397
square,medium,dots,square,medium,dots,triangle,medium,dots,-8.858255431152397
circle,medium,dots,triangle,medium,dots,circle,medium,dots,-8.858255431152397
circle,medium,stripes,square,medium,stripes,square,medium,stripes,-8.858255431152397
circle,low,dots,circle,low,dots,circle,medium,dots,-8.858255431152397
circle,low,dots,circle,low,dots,circle,low,stripes,-8.858255431152399
circle,medium,dots,circle,medium,dots,circle,medium,plain,-8.858255431152399
square,high,dots,square,high,dots,triangle,high,dots,-8.858255431152399
circle,high,plain,circle,high,dots,circle,high,dots,-8.858255431152399
circle,high,plain,square,high,plain,square,high,plain,-8.858255431152399
triangle,medium,dots,circle,medium,dots,triangle,medium,dots,-8.858255431152399
circle,low,stripes,circle,low,dots,circle,low,dots,-8.858255431152399
triangle,medium,plain,square,medium,plain,square,medium,plain,-8.858255431152399
circle,low,dots,circle,low,stripes,circle,low,dots,-8.858255431152399
square,high,dots,triangle,high,dots,square,high,dots,-8.858255431152399
triangle,low,dots,triangle,high,dots,triangle,high,dots,-8.858255431152399
triangle,high,plain,square,high,plain,square,high,plain,-8.858255431152399
circle,medium,plain,circle,medium,dots,circle,medium,dots,-8.858255431152399
triangle,medium,dots,triangle,medium,dots,circle,medium,dots,-8.858255431152399
circle,medium,plain,square,medium,plain,square,medium,plain,-8.858255431152399
triangle,high,stripes,triangle,low,stripes,triangle,high,stripes,-8.858255431152399
triangle,high,dots,circle,high,dots,circle,high,dots,-8.858255431152399
triangle,low,stripes,triangle,high,stripes,triangle,high,stripes,-8.858255431152399
triangle,high,stripes,triangle,high,stripes,triangle,low,stripes,-8.858255431152399
triangle,low,dots,square,low,dots,square,low,dots,-8.858255431152399
circle,medium,dots,triangle,medium,dots,triangle,medium,dots,-8.858255431152399
circle,medium,dots,circle,medium,plain,circle,medium,dots,-8.858255431152399
triangle,high,dots,circle,high,dots,triangle,high,dots,-8.858255431152399
circle,high,dots,triangle,high,dots,circle,high,dots,-8.858255431152399
square,high,plain,square,high,plain,triangle,high,plain,-8.858255431152399
triangle,high,dots,square,high,dots,square,high,dots,-8.858255431152399
square,medium,stripes,square,medium,plain,square,medium,stripes,-8.858255431152399
square,medium,stripes,square,medium,stripes,square,low,stripes,-8.858255431152399
square,medium,stripes,square,medium,stripes,square,medium,plain,-8.858255431152399
square,low,dots,triangle,low,dots,square,low,dots,-8.858255431152399
square,low,stripes,square,medium,stripes,square,medium,stripes,-8.858255431152399
square,high,stripes,square,medium,stripes,square,high,stripes,-8.858255431152399
square,low,plain,circle,low,plain,square,low,plain,-8.858255431152399
square,high,stripes,square,high,stripes,square,medium,stripes,-8.858255431152399
square,medium,stripes,square,high,stripes,square,high,stripes,-8.858255431152399
square,medium,plain,circle,medium,plain,square,medium,plain,-8.858255431152399
triangle,high,dots,triangle,low,dots,triangle,high,dots,-8.858255431152399
square,medium,plain,square,medium,plain,circle,medium,plain,-8.858255431152399
square,high,plain,triangle,high,plain,square,high,plain,-8.858255431152399
triangle,high,dots,triangle,high,dots,circle,high,dots,-8.858255431152399
square,low,plain,square,low,plain,circle,low,plain,-8.858255431152399
square,medium,stripes,square,low,stripes,square,medium,stripes,-8.858255431152399
circle,high,dots,circle,high,dots,triangle,high,dots,-8.858255431152399
triangle,high,dots,triangle,high,dots,triangle,low,dots,-8.858255431152399
circle,high,dots,circle,high,plain,circle,high,dots,-8.858255431152399
circle,low,plain,square,low,plain,square,low,plain,-8.858255431152399
square,medium,plain,triangle,medium,plain,square,medium,plain,-8.858255431152399
square,high,plain,circle,high,plain,square,high,plain,-8.858255431152399
circle,high,dots,triangle,high,dots,triangle,high,dots,-8.858255431152399
square,low,dots,square,low,dots,triangle,low,dots,-8.858255431152399
circle,high,dots,circle,high,dots,circle,high,plain,-8.858255431152399
square,medium,plain,square,medium,stripes,square,medium,stripes,-8.858255431152399
square,high,plain,square,high,plain,circle,high,plain,-8.858255431152399
square,medium,plain,square,medium,plain,triangle,medium,plain,-8.858255431152399
circle,low,plain,circle,low,plain,circle,low,stripes,-8.8582554311524
circle,medium,plain,circle,medium,dots,circle,medium,plain,-8.8582554311524
triangle,medium,plain,triangle,medium,stripes,triangle,medium,stripes,-8.8582554311524
circle,medium,plain,circle,medium,plain,circle,high,plain,-8.8582554311524
circle,medium,plain,circle,medium,plain,circle,medium,dots,-8.8582554311524
circle,medium,plain,circle,high,plain,circle,medium,plain,-8.8582554311524
circle,medium,stripes,circle,medium,stripes,circle,medium,dots,-8.8582554311524
square,high,plain,square,high,dots,square,high,dots,-8.8582554311524
square,medium,dots,square,medium,plain,square,medium,dots,-8.8582554311524
circle,high,dots,circle,medium,dots,circle,high,dots,-8.8582554311524
square,high,plain,square,low,plain,square,high,plain,-8.8582554311524
circle,high,dots,circle,high,dots,circle,low,dots,-8.8582554311524
